Identification,UniqueID,Status,DateCaught,SeasonDay,Location,AbdomenWidth,AbdomenLength,PronotumLength,ElytralLength,Mass
ZZK092,B228,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.402,6.2483,2.4309,10.1731,0.0441
RAW083,B229,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9855,6.6996,2.4668,9.7951,0.0365
AAS081,B230,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9021,7.9924,2.4978,9.7251,0.0353
RAW085,B231,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9031,7.2412,2.3416,9.6922,0.0322
ZZK072,B232,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.3929,6.2702,2.4501,9.927,0.0461
RAW068,B233,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.3175,6.383,2.6407,10.6075,0.0437
AAS074,B234,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.0073,6.4,2.3222,9.225,0.0361
RAW076,B235,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9508,6.111,2.3627,9.4434,0.0341
SAT084,B236,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4082,7.0223,2.4299,11.0197,0.0502
RAW075,B237,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9508,6.1792,2.3615,10.0045,0.0419
ZZK092,B238,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2977,5.9706,2.4668,9.9278,0.0387
RAW079,B239,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.5489,6.2651,2.063,8.6244,0.0234
RAW081,B240,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.6077,5.0559,2.2201,8.3685,0.0293
AAS067,B241,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.671,6.1468,2.354,8.5409,0.0272
ZZK095,B242,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9926,5.373,2.2522,8.632,0.0274
SAT095,B243,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9926,6.2191,2.2208,9.0082,0.0295
ZZK098,B244,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.7593,8.369,2.8301,11.7504,0.0647
ZZK091,B245,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2835,6.9447,2.6284,10.2775,0.0434
RAW074,B246,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.1381,7.2163,2.4344,9.5993,0.0386
AAS063,B247,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2077,6.6069,2.6067,9.7255,0.0442
RAW069,B248,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.7034,7.5632,2.8377,11.3492,0.0672
RAW073,B249,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2642,7.3523,2.7124,11.0795,0.051
SAT094,B250,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.8821,6.4147,2.3405,9.1084,0.0327
ZZK088,B251,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9273,6.2887,2.2642,9.0729,0.0319
SAT077,B252,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.145,6.832,2.6804,10.0479,0.0422
ZZK079,B253,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.7703,8.73,2.7111,10.8655,0.0574
RAW080,B254,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.6094,6.6428,2.677,10.6757,0.057
ZZK083,B255,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.0915,6.4827,2.5362,9.7348,0.0408
AAS066,B256,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.6066,6.0821,2.1252,8.553,0.0239
AAS072,B257,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.7381,6.7394,2.7475,10.9999,0.0634
AAS075,B258,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9699,5.5164,2.2042,8.9177,0.0296
RAW084,B259,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.8069,5.3134,2.2384,8.5968,0.0288
ZZK096,B260,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.1726,6.0931,2.5748,9.2741,0.0372
SAT075,B261,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9403,5.6102,2.3719,9.1076,0.0326
AAS080,B262,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.6067,6.5827,2.6753,10.6301,0.0559
AAS069,B263,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4218,6.5653,2.4579,9.8254,0.0372
RAW070,B264,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.107,5.9116,2.5269,9.5714,0.0345
ZZK078,B265,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.0556,6.4997,2.4361,8.9883,0.0364
SAT092,B266,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.0397,6.8696,2.3033,8.8179,0.0302
AAS082,B267,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.0721,5.7347,2.3553,9.5733,0.0345
SAT080,B268,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.7077,6.6038,2.5564,10.5424,0.0532
SAT076,B269,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.0046,5.4589,2.1372,9.0905,0.0314
ZZK099,B270,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.6674,5.8624,1.9633,8.1721,0.0214
ZZK071,B271,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.7757,7.9002,2.7127,11.0038,0.0612
SAT088,B272,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.3868,7.0121,2.5599,10.0959,0.0444
AAS064,B273,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.1072,6.1822,2.4732,10.029,0.0412
AAS078,B274,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2394,6.413,2.3173,9.7511,0.046
SAT086,B275,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.4791,5.6111,2.0682,8.2361,0.0224
SAT085,B276,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.6269,6.7024,2.5264,10.9183,0.0512
AAS077,B277,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2938,5.6655,2.1839,9.955,0.038
ZZK081,B278,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.5907,6.2573,2.4429,9.3757,0.0288
AAS068,B279,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4049,7.1489,2.4862,9.708,0.0487
ZZK097,B280,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2068,7.8833,2.6273,10.1493,0.0397
ZZK074,B281,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4107,6.4939,2.5387,10.0918,0.0452
AAS070,B282,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.1719,7.2933,2.3581,9.9115,0.0393
SAT090,B283,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.0738,6.0676,2.4656,9.4775,0.0345
SAT096,B284,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.7425,5.6608,2.0279,9.2353,0.0296
AAS084,B285,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.1397,6.8787,2.6182,10.5236,0.0479
ZZK085,B286,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.37,6.7631,2.5492,10.9091,0.0497
RAW078,B287,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.6455,6.3965,2.7772,11.1643,0.0579
ZZK090,B288,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.8117,6.0425,1.5968,9.3393,0.0329
AAS073,B289,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2329,6.7967,2.4685,9.5664,0.0362
ZZK073,B290,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.8047,8.1246,2.8861,11.4642,0.0684
ZZK094,B291,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.1837,6.5141,2.3827,9.812,0.036
AAS079,B292,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.5537,6.9602,2.5547,10.9188,0.0433
SAT091,B293,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.183,6.2547,2.659,10.4301,0.0409
ZZK086,B294,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4421,6.4043,2.4865,11.035,0.0473
SAT093,B295,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.7009,7.0342,2.9755,11.8895,0.0666
ZZK075,B296,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.2947,6.8838,2.5386,10.4627,0.0429
RAW071,B297,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.257,5.6254,2.3686,9.2905,0.0387
AAS079,B298,0,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.8557,6.1352,2.379,9.6714,0.0335
ZZK,B299,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.146,6.9292,2.7179,10.557,0.0439
ZZK070,B300,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.3311,6.7366,2.5603,10.2259,0.0357
ZZK089,B301,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.035,6.2215,2.282,9.6733,0.0382
SAT089,B302,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4468,6.6988,2.5191,10.587,0.0442
AAS083,B303,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9645,6.1201,2.3342,9.117,0.033
ZZK082,B304,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.7057,6.3296,2.1558,8.8192,0.0255
ZZK087,B305,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.3311,6.1227,2.6342,9.912,0.0452
ZZK077,B306,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.1597,6.3469,2.3758,9.4168,0.0345
SAT079,B307,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4049,5.9216,2.4127,10.2549,0.0427
AAS071,B308,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.3711,6.8467,2.6739,9.9186,0.0465
SAT087,B309,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.5159,7.5133,2.4799,10.7512,0.0556
AAS076,B310,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.4609,7.1032,2.7089,10.5093,0.054
SAT082,B311,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.9097,6.3956,2.5463,9.5779,0.0325
ZZK093,B312,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",3.6194,7.0055,2.7885,11.0282,0.0495
ZZK080,B313,1,Jun-29,17,"USA: Montour Co, Bucknell Natural Area",2.7,5.7889,2.132,8.954,0.0261
AAS111,B314,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.8965,6.2635,2.5596,9.294,0.0352
AAS097,B315,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.3087,6.439,2.4021,9.8474,0.0506
SAT123,B316,0,04-Jul,22,"USA: Union Co, St. Mary's Park",2.6386,5.8301,2.3406,8.7569,0.0311
SAT104,B317,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.6622,7.1279,2.9182,10.8348,0.0597
RAW107,B318,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.9206,6.2613,2.3236,8.8405,0.0325
SAT112,B319,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1505,6.6185,2.5599,10.0003,0.0392
RAW100,B320,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.3874,6.6665,2.5205,10.3171,0.0544
SAT101,B321,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.5834,7.0898,2.8757,10.9814,0.0589
AAS107,B322,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.9557,6.2247,2.3316,9.3988,0.0344
SAT098,B323,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.761,6.3988,2.3709,9.1917,0.0298
RAW091,B324,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.7182,5.8679,2.2178,9.2552,0.0314
SAT099,B325,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0738,7.0103,2.5279,10.1203,0.0476
AAS110,B326,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.229,6.7327,2.5644,10.0981,0.0466
RAW093,B327,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1512,6.7595,2.559,9.9705,0.0462
RAW101,B328,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.308,6.5004,2.5251,10.6444,0.049
AAS085,B329,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.9544,6.6353,2.2083,8.7069,0.027
RAW087,B330,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.5595,5.518,2.169,8.942,0.0318
SAT120,B331,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.308,5.8738,2.7961,10.2686,0.0506
RAW104,B332,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.4056,5.4465,1.9599,7.8678,0.0199
AAS088,B333,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.7485,7.7568,2.7457,11.0833,0.0585
RAW111,B334,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.573,6.5364,2.7231,10.5707,0.0499
RAW102,B335,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0716,6.3375,2.3656,9.4574,0.0337
RAW103,B336,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1295,6.5351,2.5279,9.7303,0.0405
AAS101,B337,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.8746,7.6398,2.2961,8.9392,0.0313
SAT117,B338,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1503,5.5985,2.2795,9.6688,0.0306
RAW109,B339,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.2686,6.1048,2.7702,9.8254,0.0407
AAS116,B340,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.9023,5.7696,2.304,9.0944,0.0295
RAW094,B341,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.3169,6.4127,2.5629,10.1166,0.0474
RAW092,B342,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.33169,6.1086,2.3361,10.0603,0.0367
AAS109,B343,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.3923,6.4127,2.6009,10.0812,0.0504
AAS103,B344,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.94,5.9174,2.4133,9.2937,0.0313
SAT102,B345,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.543,6.636,2.7537,10.328,0.0563
SAT113,B346,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1282,6.6763,2.4498,9.8554,0.0389
RAW097,B347,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1285,6.522,2.4614,9.5857,0.0398
AAS099,B348,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.2056,6.1867,2.5431,9.8254,0.0431
RAW112,B349,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1661,5.8801,2.3018,9.4441,0.0359
SAT114,B350,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.7315,7.4252,2.7537,11.24,0.0515
SAT119,B351,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.2422,6.2943,2.5015,9.8357,0.0424
AAS091,B352,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.6184,6.8235,2.5263,10.9033,0.0486
SAT106,B353,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.543,6.8222,2.7264,10.7679,0.0434
AAS115,B354,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1282,6.8222,2.6017,9.8396,0.0443
AAS114,B355,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0152,5.9442,2.5255,9.4092,0.0382
RAW096,B356,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.5428,6.8972,2.6826,10.5585,0.0504
SAT115,B357,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.4676,6.7114,2.8015,10.3781,0.0495
AAS105,B358,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0905,6.2198,2.6651,9.5146,0.0352
SAT121,B359,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.5446,6.7266,2.7913,10.5856,0.0595
AAS106,B360,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.7147,5.7744,2.3792,9.5792,0.0348
RAW098,B361,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.9813,5.5995,2.4878,9.5738,0.0349
AAS100,B362,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0538,6.2216,2.6426,9.9572,0.0446
RAW089,B363,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.6383,5.8463,2.1889,9.0232,0.0278
RAW110,B364,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.8256,8.63,2.7095,10.7912,0.0541
AAS098,B365,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.1061,8.3297,2.1061,8.3297,0.0237
RAW113,B366,0,04-Jul,22,"USA: Union Co, St. Mary's Park",2.7012,6.1085,2.3109,9.1825,0.0336
AAS102,B367,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.5188,6.6164,2.5923,10.761,0.0462
RAW108,B368,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.6695,6.4092,2.3218,8.8786,0.0244
AAS092,B369,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.2353,8.5722,2.5574,10.8253,0.0489
RAW095,B370,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.2417,7.465,2.6397,9.9133,0.0492
SAT107,B371,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.6711,7.3085,2.8082,11.4625,0.0696
RAW090,B372,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.3805,6.8454,2.7321,10.6374,0.0537
AAS093,B373,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0919,6.1843,2.5161,9.4438,0.0387
AAS113,B374,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.9628,6.9862,2.4429,9.8193,0.0376
AAS112,B375,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0721,5.8918,2.3516,9.3258,0.0391
SAT116,B376,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.5808,6.9028,2.783,11.1443,0.0581
SAT126,B377,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.5168,8.2446,2.9997,10.9932,0.0531
SAT105,B378,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.7576,5.5952,2.2055,8.9065,0.0298
RAW114,B379,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.5834,7.5361,2.4443,10.1398,0.0445
SAT100,B380,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.3508,7.3248,2.759,11.3016,0.0556
RAW099,B381,0,04-Jul,22,"USA: Union Co, St. Mary's Park",2.7085,7.015,2.1913,8.6289,0.0287
AAS086,B382,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.7848,6.3865,2.241,8.5142,0.0283
SAT110,B383,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.2318,6.2541,2.5592,10.5832,0.0434
AAS096,B384,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.093,6.5108,2.487,9.5999,0.0341
SAT111,B385,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0894,6.2483,2.6519,9.9622,0.0387
AAS089,B386,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0896,6.7365,2.6474,10.248,0.0405
AAS099,B387,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.558,5.187,2.2601,8.7009,0.0239
AAS094,B388,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.852,5.8161,2.4243,9.7518,0.0317
SAT103,B389,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.127,6.3264,2.5064,10.0833,0.0351
SAT122,B390,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.374,7.1742,2.4533,10.4323,0.0462
RAW086,B391,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.844,6.0774,2.3773,9.2347,0.0314
AAS168,B392,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.4849,6.4698,2.49,10.6918,0.0533
RAW085,B393,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.951,6.8372,2.5165,9.3291,0.0351
SAT124,B394,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.127,6.9297,2.5632,10.1085,0.0382
SAT125,B395,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.032,6.0044,2.486,9.9247,0.035
AAS087,B396,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.4849,6.7332,2.4409,10.2,0.0456
SAT118,B397,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.269,6.1831,2.436,9.953,0.0391
SAT097,B398,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.482,6.4639,2.6787,10.1659,0.0481
AAS104,B399,0,04-Jul,22,"USA: Union Co, St. Mary's Park",3.8751,6.5354,2.7012,11.4422,0.0537
RAW088,B400,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.2044,4.9982,1.9863,7.4362,0.0179
SAT109,B401,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.2704,7.0801,2.7179,9.9825,0.0436
RAW105,B402,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.7757,9.7372,2.7052,10.761,0.0407
RAW106,B403,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.0094,5.9789,2.5178,9.4407,0.0355
AAS095,B404,1,04-Jul,22,"USA: Union Co, St. Mary's Park",3.1009,7.4606,2.4238,9.427,0.0331
SAT108,B405,1,04-Jul,22,"USA: Union Co, St. Mary's Park",2.629,5.9865,2.1622,8.9415,0.0245
SAT129,B412,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0411,6.2884,2.3494,9.5631,0.0336
AAS150,B413,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.0074,6.2162,2.3986,9.5048,0.0352
SAT138,B414,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0366,6.3246,2.4238,9.623,0.0408
AAS131,B415,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.2526,6.3261,2.278,9.7588,0.0555
RAW117,B416,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1903,6.1566,2.5362,10.1449,0.0457
AAS132,B417,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.7466,5.7986,2.2433,8.3511,0.0346
SAT146,B418,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.5277,5.0935,1.8213,7.7074,0.0217
AAS148,B419,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4651,6.7652,2.6642,10.5675,0.0457
RAW131,B420,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.3565,5.7931,2.4652,10.0617,0.0447
RAW116,B421,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.3603,7.2815,2.67,10.4062,0.0465
SAT142,B422,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.5217,6.6185,2.7587,10.8374,0.0584
RAW119,B423,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.8719,5.9976,2.3145,9.6803,0.0369
SAT127,B424,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1563,6.0685,2.5056,9.5248,0.0459
AAS128,B425,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4757,6.5066,2.4652,10.5787,0.0496
AAS153,B426,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0738,7.1145,2.3844,9.569,0.0342
SAT133,B427,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4372,7.3871,2.6782,10.713,0.0435
AAS130,B428,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1967,5.9429,2.4652,9.6689,0.0407
AAS149,B429,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.3281,6.6454,2.09,8.094,0.0219
AAS138,B430,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.9119,6.4394,2.6999,10.7535,0.0572
RAW128,B431,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0509,5.8988,2.5147,9.9773,0.0361
AAS129,B432,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.5169,6.4527,2.7961,10.4685,0.0487
RAW126,B433,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.2264,9.4349,2.4569,9.9872,0.0343
SAT151,B434,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1373,7.1177,2.3722,9.8368,0.0382
SAT156,B435,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0532,6.3161,2.4739,10.199,0.0419
RAW125,B436,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.7722,7.1651,2.7961,10.9291,0.0619
RAW118,B437,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.3827,7.8329,2.8382,10.8843,0.0537
AAS154,B438,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.6433,7.3806,3.0076,10.9978,0.0512
RAW123,B439,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.6452,7.1699,2.852,10.9035,0.0534
SAT140,B440,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.8808,6.6507,2.4591,9.7541,0.035
AAS136,B441,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4668,6.4948,1.525,11.0774,0.0579
AAS140,B442,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.4323,7.6307,2.841,11.5895,0.0519
AAS144,B443,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1334,6.6023,2.7547,10.3555,0.0392
SAT141,B444,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1578,6.1894,2.4205,9.3052,0.0373
SAT135,B445,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0097,5.7304,2.32,8.3521,0.0295
AAS124,B446,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0718,6.6638,2.6243,10.9217,0.0421
SAT139,B447,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.2744,6.4007,2.5877,9.9653,0.0578
RAW136,B448,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.436,7.3995,2.8375,11.3134,0.0558
AAS127,B449,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1929,6.1433,2.4278,9.9534,0.0415
RAW127,B450,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",2.8666,5.7765,2.1496,8.8651,0.0286
SAT143,B451,0,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0161,5.8072,2.4946,8.9554,0.0338
RAW121,B452,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.0538,5.9177,2.6762,9.3995,0.0353
AAS141,B453,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.5807,6.8632,2.5764,11.2009,0.0504
AAS143,B454,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.1291,6.7841,2.6479,10.6579,0.0479
AAS125,B455,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.5053,6.6715,2.5877,10.2516,0.0472
RAW133,B456,1,06-Jul,24,"USA: Union Co, Bucknell Ropes Course",3.6629,6.1114,2.7645,10.7706,0.0518
